M_planet (M_Earth),M_planet (kg),Pressure (bar),Launch Mass (tons)
1.180767e+01,7.051542e+25,1.373824e-01,2.114097e+04
1.180767e+01,7.051542e+25,1.610262e-01,2.114129e+04
1.180767e+01,7.051542e+25,1.887392e-01,2.114167e+04
1.180767e+01,7.051542e+25,2.212216e-01,2.114210e+04
1.180767e+01,7.051542e+25,2.592944e-01,2.114262e+04
1.180767e+01,7.051542e+25,3.039195e-01,2.114322e+04
1.180767e+01,7.051542e+25,3.562248e-01,2.114392e+04
1.180767e+01,7.051542e+25,4.175319e-01,2.114475e+04
1.180767e+01,7.051542e+25,4.893901e-01,2.114571e+04
1.180767e+01,7.051542e+25,5.736153e-01,2.114684e+04
1.180767e+01,7.051542e+25,6.723358e-01,2.114816e+04
1.180767e+01,7.051542e+25,7.880463e-01,2.114970e+04
1.180767e+01,7.051542e+25,9.236709e-01,2.115150e+04
1.180767e+01,7.051542e+25,1.000000e+00,2.115251e+04
1.180767e+01,7.051542e+25,1.082637e+00,2.115320e+04
1.180767e+01,7.051542e+25,1.268961e+00,2.115558e+04
1.180767e+01,7.051542e+25,1.487352e+00,2.115837e+04
1.180767e+01,7.051542e+25,1.743329e+00,2.116275e+04
1.180767e+01,7.051542e+25,2.043360e+00,2.116682e+04
1.180767e+01,7.051542e+25,2.395027e+00,2.117159e+04
1.180767e+01,7.051542e+25,2.807216e+00,2.117719e+04
1.180767e+01,7.051542e+25,3.290345e+00,2.118374e+04
1.180767e+01,7.051542e+25,3.856620e+00,2.119143e+04
1.180767e+01,7.051542e+25,4.520354e+00,2.120044e+04
1.180767e+01,7.051542e+25,5.298317e+00,2.121100e+04
1.180767e+01,7.051542e+25,6.210169e+00,2.122339e+04
1.180767e+01,7.051542e+25,7.278954e+00,2.123791e+04
1.180767e+01,7.051542e+25,8.531679e+00,2.125494e+04
1.180767e+01,7.051542e+25,1.000000e+01,2.127490e+04
1.273091e+01,7.602898e+25,1.000000e-01,2.735243e+04
1.273091e+01,7.602898e+25,1.172102e-01,2.735268e+04
1.273091e+01,7.602898e+25,1.373824e-01,2.735299e+04
1.273091e+01,7.602898e+25,1.610262e-01,2.735334e+04
1.273091e+01,7.602898e+25,1.887392e-01,2.735375e+04
1.273091e+01,7.602898e+25,2.212216e-01,2.735424e+04
1.273091e+01,7.602898e+25,2.592944e-01,2.735481e+04
1.273091e+01,7.602898e+25,3.039195e-01,2.735547e+04
1.273091e+01,7.602898e+25,3.562248e-01,2.735625e+04
1.273091e+01,7.602898e+25,4.175319e-01,2.735717e+04
1.273091e+01,7.602898e+25,4.893901e-01,2.735823e+04
1.273091e+01,7.602898e+25,5.736153e-01,2.735948e+04
1.273091e+01,7.602898e+25,6.723358e-01,2.736094e+04
1.273091e+01,7.602898e+25,7.880463e-01,2.736265e+04
1.273091e+01,7.602898e+25,9.236709e-01,2.736464e+04
1.273091e+01,7.602898e+25,1.000000e+00,2.736576e+04
1.273091e+01,7.602898e+25,1.082637e+00,2.736697e+04
1.273091e+01,7.602898e+25,1.268961e+00,2.736969e+04
1.273091e+01,7.602898e+25,1.487352e+00,2.737287e+04
1.273091e+01,7.602898e+25,1.743329e+00,2.737656e+04
1.273091e+01,7.602898e+25,2.043360e+00,2.738087e+04
1.273091e+01,7.602898e+25,2.395027e+00,2.738587e+04
1.273091e+01,7.602898e+25,2.807216e+00,2.739168e+04
1.273091e+01,7.602898e+25,3.290345e+00,2.739842e+04
1.273091e+01,7.602898e+25,3.856620e+00,2.740621e+04
1.273091e+01,7.602898e+25,4.520354e+00,2.741884e+04
1.273091e+01,7.602898e+25,5.298317e+00,2.743053e+04
1.273091e+01,7.602898e+25,6.210169e+00,2.744425e+04
1.273091e+01,7.602898e+25,7.278954e+00,2.746032e+04
1.273091e+01,7.602898e+25,8.531679e+00,2.747917e+04
1.273091e+01,7.602898e+25,1.000000e+01,2.750129e+04
1.372633e+01,8.197365e+25,1.000000e-01,3.680587e+04
1.372633e+01,8.197365e+25,1.172102e-01,3.680617e+04
1.372633e+01,8.197365e+25,1.373824e-01,3.680654e+04
1.372633e+01,8.197365e+25,1.610262e-01,3.680696e+04
1.372633e+01,8.197365e+25,1.887392e-01,3.680746e+04
1.372633e+01,8.197365e+25,2.212216e-01,3.680804e+04
1.372633e+01,8.197365e+25,2.592944e-01,3.680872e+04
1.372633e+01,8.197365e+25,3.039195e-01,3.680951e+04
1.372633e+01,8.197365e+25,3.562248e-01,3.681045e+04
1.372633e+01,8.197365e+25,4.175319e-01,3.681154e+04
1.372633e+01,8.197365e+25,4.893901e-01,3.681282e+04
1.372633e+01,8.197365e+25,5.736153e-01,3.681431e+04
1.372633e+01,8.197365e+25,6.723358e-01,3.681606e+04
1.372633e+01,8.197365e+25,7.880463e-01,3.681811e+04
1.372633e+01,8.197365e+25,9.236709e-01,3.682049e+04
1.372633e+01,8.197365e+25,1.000000e+00,3.682184e+04
1.372633e+01,8.197365e+25,1.082637e+00,3.682328e+04
1.372633e+01,8.197365e+25,1.268961e+00,3.682654e+04
1.372633e+01,8.197365e+25,1.487352e+00,3.683034e+04
1.372633e+01,8.197365e+25,1.743329e+00,3.683476e+04
1.372633e+01,8.197365e+25,2.043360e+00,3.683991e+04
1.372633e+01,8.197365e+25,2.395027e+00,3.684590e+04
1.372633e+01,8.197365e+25,2.807216e+00,3.685457e+04
1.372633e+01,8.197365e+25,3.290345e+00,3.686326e+04
1.372633e+01,8.197365e+25,3.856620e+00,3.687345e+04
1.372633e+01,8.197365e+25,4.520354e+00,3.688540e+04
1.372633e+01,8.197365e+25,5.298317e+00,3.689941e+04
1.372633e+01,8.197365e+25,6.210169e+00,3.691583e+04
1.372633e+01,8.197365e+25,7.278954e+00,3.693508e+04
1.372633e+01,8.197365e+25,8.531679e+00,3.695765e+04
1.372633e+01,8.197365e+25,1.000000e+01,3.698412e+04
1.479959e+01,8.838313e+25,1.000000e-01,4.839923e+04
1.479959e+01,8.838313e+25,1.172102e-01,4.839958e+04
1.479959e+01,8.838313e+25,1.373824e-01,4.839998e+04
1.479959e+01,8.838313e+25,1.610262e-01,4.840046e+04
1.479959e+01,8.838313e+25,1.887392e-01,4.840102e+04
1.479959e+01,8.838313e+25,2.212216e-01,4.840167e+04
1.479959e+01,8.838313e+25,2.592944e-01,4.840244e+04
1.479959e+01,8.838313e+25,3.039195e-01,4.840333e+04
1.479959e+01,8.838313e+25,3.562248e-01,4.840438e+04
1.479959e+01,8.838313e+25,4.175319e-01,4.840561e+04
1.479959e+01,8.838313e+25,4.893901e-01,4.840705e+04
1.479959e+01,8.838313e+25,5.736153e-01,4.840873e+04
1.479959e+01,8.838313e+25,6.723358e-01,4.841069e+04
1.479959e+01,8.838313e+25,7.880463e-01,4.841299e+04
1.479959e+01,8.838313e+25,9.236709e-01,4.841568e+04
1.479959e+01,8.838313e+25,1.000000e+00,4.841718e+04
1.479959e+01,8.838313e+25,1.082637e+00,4.841881e+04
1.479959e+01,8.838313e+25,1.268961e+00,4.842247e+04
1.479959e+01,8.838313e+25,1.487352e+00,4.842674e+04
1.479959e+01,8.838313e+25,1.743329e+00,4.843172e+04
1.479959e+01,8.838313e+25,2.043360e+00,4.843751e+04
1.479959e+01,8.838313e+25,2.395027e+00,4.844425e+04
1.479959e+01,8.838313e+25,2.807216e+00,4.845207e+04
1.479959e+01,8.838313e+25,3.290345e+00,4.846113e+04
1.479959e+01,8.838313e+25,3.856620e+00,4.847162e+04
1.479959e+01,8.838313e+25,4.520354e+00,4.848863e+04
1.479959e+01,8.838313e+25,5.298317e+00,4.850438e+04
1.479959e+01,8.838313e+25,6.210169e+00,4.852283e+04
1.479959e+01,8.838313e+25,7.278954e+00,4.854447e+04
1.479959e+01,8.838313e+25,8.531679e+00,4.856984e+04
1.479959e+01,8.838313e+25,1.000000e+01,4.859958e+04
1.595676e+01,9.529377e+25,1.000000e-01,6.616729e+04
1.595676e+01,9.529377e+25,1.172102e-01,6.616771e+04
1.595676e+01,9.529377e+25,1.373824e-01,6.616821e+04
1.595676e+01,9.529377e+25,1.610262e-01,6.616878e+04
1.595676e+01,9.529377e+25,1.887392e-01,6.616946e+04
1.595676e+01,9.529377e+25,2.212216e-01,6.617025e+04
1.595676e+01,9.529377e+25,2.592944e-01,6.617117e+04
1.595676e+01,9.529377e+25,3.039195e-01,6.617226e+04
1.595676e+01,9.529377e+25,3.562248e-01,6.617353e+04
1.595676e+01,9.529377e+25,4.175319e-01,6.617501e+04
1.595676e+01,9.529377e+25,4.893901e-01,6.617675e+04
1.595676e+01,9.529377e+25,5.736153e-01,6.617879e+04
1.595676e+01,9.529377e+25,6.723358e-01,6.618117e+04
1.595676e+01,9.529377e+25,7.880463e-01,6.618395e+04
1.595676e+01,9.529377e+25,9.236709e-01,6.618720e+04
1.595676e+01,9.529377e+25,1.000000e+00,6.618902e+04
1.595676e+01,9.529377e+25,1.082637e+00,6.619099e+04
1.595676e+01,9.529377e+25,1.268961e+00,6.619542e+04
1.595676e+01,9.529377e+25,1.487352e+00,6.620059e+04
1.595676e+01,9.529377e+25,1.743329e+00,6.620660e+04
1.595676e+01,9.529377e+25,2.043360e+00,6.621361e+04
1.595676e+01,9.529377e+25,2.395027e+00,6.622176e+04
1.595676e+01,9.529377e+25,2.807216e+00,6.623121e+04
1.595676e+01,9.529377e+25,3.290345e+00,6.624217e+04
1.595676e+01,9.529377e+25,3.856620e+00,6.625924e+04
1.595676e+01,9.529377e+25,4.520354e+00,6.627549e+04
1.595676e+01,9.529377e+25,5.298317e+00,6.629454e+04
1.595676e+01,9.529377e+25,6.210169e+00,6.631688e+04
1.595676e+01,9.529377e+25,7.278954e+00,6.634306e+04
1.595676e+01,9.529377e+25,8.531679e+00,6.637376e+04
1.595676e+01,9.529377e+25,1.000000e+01,6.640975e+04
1.720441e+01,1.027447e+26,1.000000e-01,8.848270e+04
1.720441e+01,1.027447e+26,1.172102e-01,8.848318e+04
1.720441e+01,1.027447e+26,1.373824e-01,8.848374e+04
1.720441e+01,1.027447e+26,1.610262e-01,8.848440e+04
1.720441e+01,1.027447e+26,1.887392e-01,8.848517e+04
1.720441e+01,1.027447e+26,2.212216e-01,8.848607e+04
1.720441e+01,1.027447e+26,2.592944e-01,8.848713e+04
1.720441e+01,1.027447e+26,3.039195e-01,8.848836e+04
1.720441e+01,1.027447e+26,3.562248e-01,8.848981e+04
1.720441e+01,1.027447e+26,4.175319e-01,8.849151e+04
1.720441e+01,1.027447e+26,4.893901e-01,8.849349e+04
1.720441e+01,1.027447e+26,5.736153e-01,8.849581e+04
1.720441e+01,1.027447e+26,6.723358e-01,8.849852e+04
1.720441e+01,1.027447e+26,7.880463e-01,8.850170e+04
1.720441e+01,1.027447e+26,9.236709e-01,8.850540e+04
1.720441e+01,1.027447e+26,1.000000e+00,8.850749e+04
1.720441e+01,1.027447e+26,1.082637e+00,8.850973e+04
1.720441e+01,1.027447e+26,1.268961e+00,8.851479e+04
1.720441e+01,1.027447e+26,1.487352e+00,8.852068e+04
1.720441e+01,1.027447e+26,1.743329e+00,8.852755e+04
1.720441e+01,1.027447e+26,2.043360e+00,8.853554e+04
1.720441e+01,1.027447e+26,2.395027e+00,8.854484e+04
1.720441e+01,1.027447e+26,2.807216e+00,8.855563e+04
1.720441e+01,1.027447e+26,3.290345e+00,8.856814e+04
1.720441e+01,1.027447e+26,3.856620e+00,8.858260e+04
1.720441e+01,1.027447e+26,4.520354e+00,8.860612e+04
1.720441e+01,1.027447e+26,5.298317e+00,8.862786e+04
1.720441e+01,1.027447e+26,6.210169e+00,8.865333e+04
1.720441e+01,1.027447e+26,7.278954e+00,8.868319e+04
1.720441e+01,1.027447e+26,8.531679e+00,8.871820e+04
1.720441e+01,1.027447e+26,1.000000e+01,8.875925e+04
1.854961e+01,1.107783e+26,1.000000e-01,1.230365e+05
1.854961e+01,1.107783e+26,1.172102e-01,1.230371e+05
1.854961e+01,1.107783e+26,1.373824e-01,1.230378e+05
1.854961e+01,1.107783e+26,1.610262e-01,1.230386e+05
1.854961e+01,1.107783e+26,1.887392e-01,1.230396e+05
1.854961e+01,1.107783e+26,2.212216e-01,1.230407e+05
1.854961e+01,1.107783e+26,2.592944e-01,1.230419e+05
1.854961e+01,1.107783e+26,3.039195e-01,1.230435e+05
1.854961e+01,1.107783e+26,3.562248e-01,1.230452e+05
1.854961e+01,1.107783e+26,4.175319e-01,1.230473e+05
1.854961e+01,1.107783e+26,4.893901e-01,1.230497e+05
1.854961e+01,1.107783e+26,5.736153e-01,1.230526e+05
1.854961e+01,1.107783e+26,6.723358e-01,1.230559e+05
1.854961e+01,1.107783e+26,7.880463e-01,1.230598e+05
1.854961e+01,1.107783e+26,9.236709e-01,1.230643e+05
1.854961e+01,1.107783e+26,1.000000e+00,1.230669e+05
1.854961e+01,1.107783e+26,1.082637e+00,1.230696e+05
1.854961e+01,1.107783e+26,1.268961e+00,1.230758e+05
1.854961e+01,1.107783e+26,1.487352e+00,1.230830e+05
1.854961e+01,1.107783e+26,1.743329e+00,1.230914e+05
1.854961e+01,1.107783e+26,2.043360e+00,1.231012e+05
1.854961e+01,1.107783e+26,2.395027e+00,1.231126e+05
1.854961e+01,1.107783e+26,2.807216e+00,1.231258e+05
1.854961e+01,1.107783e+26,3.290345e+00,1.231410e+05
1.854961e+01,1.107783e+26,3.856620e+00,1.231587e+05
1.854961e+01,1.107783e+26,4.520354e+00,1.231876e+05
1.854961e+01,1.107783e+26,5.298317e+00,1.232142e+05
1.854961e+01,1.107783e+26,6.210169e+00,1.232454e+05
1.854961e+01,1.107783e+26,7.278954e+00,1.232819e+05
1.854961e+01,1.107783e+26,8.531679e+00,1.233248e+05
1.854961e+01,1.107783e+26,1.000000e+01,1.233750e+05
2.000000e+01,1.194400e+26,1.000000e-01,1.674409e+05
2.000000e+01,1.194400e+26,1.172102e-01,1.674416e+05
2.000000e+01,1.194400e+26,1.373824e-01,1.674424e+05
2.000000e+01,1.194400e+26,1.610262e-01,1.674433e+05
2.000000e+01,1.194400e+26,1.887392e-01,1.674444e+05
2.000000e+01,1.194400e+26,2.212216e-01,1.674457e+05
2.000000e+01,1.194400e+26,2.592944e-01,1.674472e+05
2.000000e+01,1.194400e+26,3.039195e-01,1.674489e+05
2.000000e+01,1.194400e+26,3.562248e-01,1.674510e+05
2.000000e+01,1.194400e+26,4.175319e-01,1.674534e+05
2.000000e+01,1.194400e+26,4.893901e-01,1.674562e+05
2.000000e+01,1.194400e+26,5.736153e-01,1.674595e+05
2.000000e+01,1.194400e+26,6.723358e-01,1.674633e+05
2.000000e+01,1.194400e+26,7.880463e-01,1.674678e+05
2.000000e+01,1.194400e+26,9.236709e-01,1.674730e+05
2.000000e+01,1.194400e+26,1.000000e+00,1.674760e+05
2.000000e+01,1.194400e+26,1.082637e+00,1.674792e+05
2.000000e+01,1.194400e+26,1.268961e+00,1.674863e+05
2.000000e+01,1.194400e+26,1.487352e+00,1.674947e+05
2.000000e+01,1.194400e+26,1.743329e+00,1.675044e+05
2.000000e+01,1.194400e+26,2.043360e+00,1.675157e+05
2.000000e+01,1.194400e+26,2.395027e+00,1.675289e+05
2.000000e+01,1.194400e+26,2.807216e+00,1.675442e+05
2.000000e+01,1.194400e+26,3.290345e+00,1.675619e+05
2.000000e+01,1.194400e+26,3.856620e+00,1.675824e+05
2.000000e+01,1.194400e+26,4.520354e+00,1.676157e+05
2.000000e+01,1.194400e+26,5.298317e+00,1.676465e+05
2.000000e+01,1.194400e+26,6.210169e+00,1.676826e+05
2.000000e+01,1.194400e+26,7.278954e+00,1.677249e+05
2.000000e+01,1.194400e+26,8.531679e+00,1.677745e+05
2.000000e+01,1.194400e+26,1.000000e+01,1.678326e+05
